emp_no,first_name,last_name,from_date,title
466711,Adib,Zeidenstein,1986-12-24,Senior Staff
466724,Yuichiro,Gronowski,1995-12-13,Senior Engineer
466739,Navid,Birge,2000-12-29,Senior Engineer
466740,Oddvar,Feldhoffer,1993-06-15,Senior Staff
466743,Bogdan,Salvesen,1998-03-04,Engineer
466749,Eckart,Sridhar,1997-11-29,Senior Engineer
466753,Stevo,Kushner,1992-08-11,Senior Staff
466755,Zhongwei,Gill,1999-12-01,Staff
466758,Hugo,Anandan,1996-11-24,Senior Staff
466759,Ferdinand,Ashish,1991-12-29,Senior Engineer
466764,Tadanori,Tsukuda,1998-12-28,Staff
466767,Behnaam,Hasenauer,1987-12-12,Senior Engineer
466784,Mohit,Schiper,2001-04-30,Senior Engineer
466787,Heekeun,Piazza,1999-11-22,Engineer
466797,Raimond,Thimonier,1991-04-23,Senior Staff
466807,Haldun,Wroclawski,1998-03-21,Staff
466835,Shridhar,Jenevein,1999-11-05,Staff
466837,Josyula,Bruckman,1998-02-06,Senior Engineer
466867,Kwangjo,Klerer,1997-01-25,Assistant Engineer
466869,Flemming,Magalhaes,1996-03-02,Senior Staff
466878,Zine,Chenoweth,1993-10-02,Senior Staff
466958,Patricio,Snedden,1985-06-10,Technique Leader
466969,Sariel,Skogmar,1993-09-15,Senior Engineer
466972,Aamer,Haldar,1996-03-25,Senior Engineer
466983,Sachio,Meszaros,1997-10-05,Senior Engineer
466984,Maya,Rosar,2000-08-19,Senior Engineer
466996,Etsuo,Cronin,1994-08-27,Senior Engineer
467011,Adib,Srimani,1996-01-22,Senior Staff
467017,Kolar,Gente,1999-07-20,Assistant Engineer
467020,Kyoichi,Provine,1992-02-06,Senior Engineer
467050,Manohar,Birta,1988-01-18,Senior Engineer
467058,Gift,Kaltofen,1995-05-21,Senior Staff
467060,Aimee,Baik,1991-10-07,Senior Staff
467065,Jeanne,Ginneken,1996-11-12,Senior Engineer
467080,Jessie,Buchter,1994-08-21,Senior Staff
467112,Tsvetan,Eppinger,1991-01-08,Senior Staff
467116,Shirish,Straney,1993-08-17,Staff
467129,Richara,Reinhard,1994-07-11,Senior Staff
467130,Cristinel,Passafiume,1992-12-25,Senior Staff
467134,Xuedong,Wendorf,1992-09-23,Senior Staff
467136,Candido,Munke,1997-05-26,Engineer
467146,Hinrich,Chappelet,1985-07-04,Senior Engineer
467160,Geraldo,Lyonns,2001-05-12,Senior Engineer
467161,Visit,Demos,1995-06-25,Senior Engineer
467163,Sadok,Heering,1999-12-29,Staff
467203,Leaf,Bolsens,1988-05-03,Senior Engineer
467204,Shiv,Tyugu,1990-11-20,Senior Staff
467219,Yongmao,Baaleh,1998-12-03,Senior Staff
467222,Xiaoheng,Suri,1996-06-09,Engineer
467242,Abdulah,Kalefeld,1991-10-27,Senior Staff
467288,Tze,Feinberg,1998-08-25,Staff
467292,Ioana,Byoun,1986-03-26,Senior Staff
467303,Chaosheng,Schach,1992-09-18,Senior Engineer
467308,Ishfaq,Cappello,1993-04-17,Senior Staff
467331,Jeane,Boreale,1995-09-29,Technique Leader
467345,Florian,Kobuchi,1994-08-15,Senior Staff
467357,Suebskul,Lichtman,2002-05-13,Senior Engineer
467360,Bodh,Garnier,1995-10-30,Senior Engineer
467362,Zhensheng,Codenie,1994-09-16,Senior Engineer
467375,Genta,Felcyn,2001-02-17,Senior Staff
467381,Satyanarayana,Perez,1996-08-04,Engineer
467385,Hugo,Caine,1994-07-10,Senior Engineer
467397,Nahum,Benzmuller,1994-08-22,Engineer
467410,Zdislav,Chaudhuri,1995-08-05,Senior Staff
467418,Marl,Ranai,1991-04-09,Senior Engineer
467430,Angel,Ossenbruggen,1986-09-10,Technique Leader
467443,Xiadong,Ramamoorthy,2002-07-21,Senior Engineer
467447,Sakthirel,Kandlur,2001-04-04,Senior Engineer
467448,Halsur,Collette,1997-10-03,Senior Engineer
467452,Sailaja,Waeselynck,1999-07-22,Engineer
467460,Parviz,Michaeli,1990-12-07,Senior Engineer
467461,Mohamadou,Muntz,1988-07-03,Senior Engineer
467472,Idoia,Hooghiemstra,1998-05-12,Senior Engineer
467480,Kiyokazu,Fadgyas,1986-10-23,Senior Staff
467497,Phillip,Schach,1999-02-28,Engineer
467500,Sanjiv,Syang,1997-10-21,Staff
467502,Sukumar,Danner,1992-09-24,Senior Engineer
467511,Akemi,Thambidurai,1997-11-14,Senior Staff
467514,Khalid,Mateescu,1996-04-08,Senior Engineer
467520,Xianlong,Onuegbe,1996-12-31,Staff
467521,Juichirou,Giarratana,1996-02-06,Engineer
467524,Youngkon,Pearson,2002-07-24,Senior Staff
467554,Shalesh,Zockler,1994-07-22,Senior Staff
467559,Nathalie,Wilharm,1996-01-16,Assistant Engineer
467581,Dines,Dalphin,1997-11-17,Senior Engineer
467589,Zongyan,DuCasse,1996-04-01,Senior Engineer
467593,Mayuko,Reghbati,1993-08-27,Senior Staff
467607,Gio,Randt,1995-08-22,Senior Staff
467609,Jongsuk,Masada,1986-09-12,Senior Engineer
467616,Manton,Kitai,1995-08-03,Senior Engineer
467618,Jasminko,Isard,1991-02-04,Senior Engineer
467620,Abdelaziz,Melichar,2001-12-20,Senior Staff
467626,Kolar,Vasanthakumar,1999-04-03,Engineer
467629,Kristof,Solares,2000-06-18,Senior Staff
467630,Radhika,Smeets,1987-04-03,Technique Leader
467645,Parviz,Suessmith,1995-05-09,Senior Staff
467663,Florian,Talmon,1986-11-04,Senior Engineer
467665,Gio,Lamma,1994-04-14,Senior Staff
467680,Ravishankar,Luon,1991-06-13,Senior Staff
467697,Freyja,Hebert,2000-02-18,Senior Engineer
467705,Jayesh,Fendler,1988-03-29,Senior Staff
467706,Xianlong,Nastansky,1999-07-09,Senior Staff
467712,Maik,Iisaka,1994-01-04,Senior Engineer
467714,Guadalupe,Kleiser,1996-06-02,Senior Staff
467725,Lein,Bridgland,1995-06-13,Senior Engineer
467728,Chaosheng,Rodiger,1997-09-01,Engineer
467730,Miyeon,Eldridge,1999-07-09,Assistant Engineer
467738,Kien,Zielinski,1994-12-01,Senior Staff
467760,Taiji,Pocchiola,1997-11-09,Senior Staff
467771,Breannda,Schaad,1995-11-20,Senior Staff
467773,Xuejia,Guenter,1986-01-29,Senior Staff
467787,Xiaoqiang,Ferriere,1987-06-03,Senior Staff
467804,Billie,Merli,1997-09-07,Senior Staff
467816,Vasiliy,Rohrbach,1996-12-24,Senior Engineer
467818,Radhia,Glinert,1996-01-06,Senior Engineer
467820,Jaewon,Buescher,1995-04-28,Senior Engineer
467823,Pohua,Ranft,1998-02-25,Senior Engineer
467828,Fox,Butner,1992-08-27,Senior Engineer
467876,Zeydy,Mondadori,1991-09-12,Senior Staff
467889,Chenyi,Sichman,1997-04-23,Senior Engineer
467901,Subhash,Schaft,1985-06-26,Technique Leader
467904,Gadiel,Eppinger,1997-06-12,Senior Engineer
467909,Marlo,Birge,1996-09-07,Staff
467937,Jeanne,Lupu,1991-09-16,Senior Engineer
467942,Teunis,Sichman,2000-08-23,Senior Engineer
467943,Marko,Krychniak,1993-10-10,Senior Engineer
467946,Randi,Baar,1992-09-23,Senior Staff
467960,Huan,Lichtner,1998-04-21,Staff
467970,Utz,Kuzuoka,2002-03-29,Senior Staff
467971,Xiaoqiu,DeMori,2000-09-12,Senior Engineer
467972,Xiaoshan,Magalhaes,2001-09-08,Engineer
467973,Gopalakrishnan,Cannard,2001-09-12,Senior Engineer
467986,Ekawit,Sundgren,1999-07-29,Senior Staff
467992,Mang,Solares,1996-07-05,Staff
468004,Sanjoy,Koblick,1994-04-08,Senior Staff
468006,Sajjan,Gewali,1989-10-05,Senior Staff
468020,Mayumi,Koblick,1999-12-10,Senior Engineer
468021,Mandell,Meszaros,1987-07-19,Technique Leader
468027,Venkatesan,Besancenot,1999-09-25,Senior Engineer
468028,Jessie,Schaft,1985-08-15,Senior Staff
468029,Felicidad,Hofting,1989-01-12,Senior Engineer
468030,Anoosh,Poujol,1998-12-10,Senior Engineer
468043,Mohamadou,Pappas,1995-09-02,Senior Engineer
468046,Perry,Perez,2000-01-08,Senior Engineer
468058,Martina,Polupanov,1997-09-12,Senior Staff
468073,Tomofumi,Zaumen,1996-01-13,Senior Engineer
468076,Susuma,Hofting,1985-05-03,Technique Leader
468077,Mingsen,Begiun,1990-07-17,Senior Staff
468100,Guoxiang,Lambe,1992-10-19,Senior Staff
468103,Demin,Remmers,1996-12-20,Engineer
468106,Adly,Kambil,1988-12-17,Technique Leader
468117,Chikako,Bugrara,1986-04-17,Technique Leader
468122,Sarita,Vieth,1999-10-15,Senior Staff
468129,Tzvetan,Hanratty,1996-12-05,Staff
468141,Janalee,Peir,2000-01-21,Staff
468150,Mohammad,Staelin,1998-01-06,Engineer
468153,Duke,Cannata,1996-09-09,Engineer
468160,Remko,Fendler,1999-02-19,Senior Engineer
468161,Mats,Prenel,1999-01-13,Technique Leader
468165,Armond,Slutz,1998-09-30,Staff
468175,Girolamo,Ranft,1994-09-13,Senior Staff
468184,Xiong,Klerer,1996-12-27,Senior Engineer
468185,Nakhoon,Pietracaprina,1996-05-17,Senior Engineer
468194,Jinxi,Saoudi,1988-09-23,Technique Leader
468200,Munehiko,VanScheik,1991-12-27,Senior Engineer
468230,Marc,Bolotov,1995-07-29,Senior Engineer
468231,Minghong,Gerteisen,1997-01-11,Staff
468239,Amabile,Onuegbe,1996-05-24,Staff
468245,Xiaoqiang,Erev,2001-04-16,Senior Engineer
468248,DAIDA,Brookman,1998-06-23,Engineer
468249,Domenick,Schmiedel,1994-12-07,Senior Engineer
468251,Kish,Kieras,1994-01-14,Senior Engineer
468256,Gudjon,Lieberherr,1996-04-02,Engineer
468266,Cathie,Wilfing,1997-07-13,Engineer
468272,Aria,Baak,1993-05-07,Senior Engineer
468273,Yechezkel,Usery,1996-12-26,Staff
468279,Marco,Auria,1995-09-13,Senior Engineer
468280,Prasadram,Ernst,1999-10-11,Senior Engineer
468285,Yefim,Nollmann,1993-11-30,Senior Staff
468291,Mohit,Avouris,1990-07-15,Senior Staff
468296,Shan,Bardell,1993-12-28,Senior Staff
468303,Stamatina,Beerel,1999-08-08,Staff
468306,Mircea,Argence,1993-01-19,Senior Engineer
468320,Goetz,Ravishankar,1994-09-07,Senior Staff
468321,Teruyuki,Reeker,1991-02-28,Senior Staff
468324,Shounak,Rosenbaum,1993-08-04,Senior Staff
468325,Rosli,Papadias,1998-08-19,Engineer
468344,Urs,Hertweck,1997-08-16,Senior Staff
468354,Nishit,Kolvik,1994-05-19,Senior Staff
468355,Huai,Matzen,1993-09-17,Senior Engineer
468369,Trygve,Iacovou,1989-03-31,Senior Engineer
468371,Stamatina,Viele,1993-06-07,Senior Staff
468381,Zhilian,Cangellaris,1995-10-14,Senior Staff
468387,Kaijung,Pews,1991-01-16,Senior Staff
468393,Kendra,Puppo,1997-09-01,Senior Engineer
468406,Alois,Michaels,1996-08-28,Senior Engineer
468436,Vatsa,Griswold,1999-01-05,Senior Engineer
468445,Roddy,Krybus,1993-04-27,Senior Engineer
468446,Boguslaw,Morris,1992-11-01,Senior Staff
468449,Soenke,Improta,2000-04-19,Senior Engineer
468465,Yuping,McDermid,1994-02-08,Senior Staff
468472,Sreekrishna,Tsukuda,1998-02-03,Engineer
468476,Prasadram,Mitina,1996-10-16,Senior Engineer
468477,Yuguang,Conde,1998-09-08,Senior Engineer
468490,Sudhanshu,Hainaut,2001-12-05,Senior Staff
468494,Aris,Willoner,1993-12-12,Senior Staff
468497,Odinaldo,Rettelbach,2000-10-24,Senior Staff
468500,Zito,Auria,1988-08-24,Senior Engineer
468518,Manu,Tempesti,1998-04-15,Engineer
468524,Geraldo,Bellone,1993-11-02,Senior Staff
468527,Sibyl,Luan,1987-04-21,Senior Staff
468534,Ipke,Staelin,1995-08-27,Senior Engineer
468550,Richard,Hiroyama,1986-06-04,Senior Staff
468574,Dines,Leijenhorst,1997-03-13,Engineer
468597,Masako,Polajnar,1999-07-21,Senior Engineer
468615,Tzvetan,Zaiane,1998-07-09,Staff
468629,Arno,Heydon,1997-02-02,Senior Staff
468650,Alexius,Huttel,1994-05-05,Senior Engineer
468671,Hailing,Calkin,1999-03-27,Engineer
468686,Wuxu,Biron,1990-06-10,Senior Engineer
468689,Vitali,Fujisaki,1996-03-13,Senior Staff
468717,Dekang,Soloway,1997-06-14,Senior Engineer
468724,Bangqing,Molenkamp,1994-03-13,Senior Engineer
468730,Xiaoqiu,Christianini,1989-01-03,Senior Staff
468743,Constantine,Rosin,2001-10-19,Senior Engineer
468764,Gor,Ramsak,1999-02-28,Senior Engineer
468779,Aemilian,Guting,1992-07-02,Senior Engineer
468802,Bodh,Karnin,1989-11-24,Senior Engineer
468804,Atreye,Axelband,1995-07-11,Engineer
468806,Howell,Tsukuda,1994-09-20,Senior Engineer
468816,Jiang,Bennet,1993-07-25,Senior Staff
468825,Aruna,Breugel,1995-12-26,Senior Staff
468840,Sarita,Nitsch,1996-03-10,Senior Staff
468844,Chiradeep,Jenevein,1995-10-01,Senior Staff
468846,Zengping,Gilg,1986-03-25,Senior Staff
468871,Chikara,Kaltofen,1995-02-15,Senior Staff
468878,Anwar,Rubsam,1994-02-16,Senior Engineer
468884,Marin,Cusworth,1994-09-18,Senior Staff
468887,Weiru,Willoner,1986-02-27,Technique Leader
468899,Yunming,Pehl,1987-02-16,Senior Engineer
468903,Lucian,Bael,1999-10-18,Engineer
468920,Randy,Bahk,1998-07-13,Senior Engineer
468924,Zita,Wossner,1989-12-04,Senior Engineer
468937,Siddarth,Katiyar,1996-01-21,Senior Engineer
468942,Jouni,Matzat,1991-05-23,Senior Staff
468950,Jovan,Mundy,1995-11-18,Senior Engineer
468961,Rafael,Piancastelli,1999-10-29,Engineer
468974,Faiza,Mateescu,1996-12-16,Senior Staff
468979,Tomoyuki,Straney,1994-03-09,Senior Engineer
468986,Srinidhi,McAlpine,1991-11-04,Senior Staff
469004,Baocai,Grabner,2000-05-13,Senior Engineer
469029,Nidapan,Remmele,1994-10-02,Technique Leader
469048,Chuanti,Choobineh,1995-01-26,Technique Leader
469053,Vidya,Dymetman,1996-09-11,Senior Staff
469058,Byong,Brender,1994-08-09,Senior Engineer
469078,Moheb,Horswill,1989-09-10,Senior Engineer
469108,Constantino,Bashian,1992-06-08,Senior Staff
469137,Kwangsub,Rikino,1995-08-20,Senior Engineer
469145,Berhard,Szilard,2002-04-05,Senior Staff
469152,Odysseas,Vandervoorde,1995-02-25,Staff
469153,Gad,Masaki,1999-01-01,Senior Staff
469160,Shan,Haldar,1995-11-18,Senior Staff
469164,Baruch,Lenart,1988-03-01,Senior Engineer
469168,Leif,Kugler,1996-03-28,Senior Staff
469174,Khoa,Rousseau,1992-07-20,Senior Staff
469193,Lunjin,Mitzlaff,1993-02-17,Senior Staff
469204,Kayoko,Madeira,1994-09-18,Senior Staff
469230,Serap,Brizzi,1995-10-16,Senior Engineer
469232,Prodip,Zambonelli,1998-06-10,Senior Staff
469243,Sadegh,Rissland,1994-04-13,Senior Staff
469267,Zhigen,Merey,1987-07-04,Technique Leader
469281,Shawna,Picht,2001-12-21,Senior Staff
469284,Karlis,Anido,1989-11-26,Technique Leader
469290,Mostafa,Varker,1993-11-01,Senior Engineer
469293,Phule,Koyama,1997-06-08,Senior Staff
469311,Jenwei,Shimshoni,1993-09-29,Senior Engineer
469313,Tiina,Hebden,1994-09-10,Senior Staff
469314,Eberhardt,Krupka,1993-04-14,Senior Engineer
469319,Uinam,Foote,1991-09-22,Senior Engineer
469340,Thanasis,Godskesen,1996-02-02,Technique Leader
469357,Taisook,Domenig,1997-08-06,Technique Leader
469358,Beshir,Haraldson,1994-09-23,Senior Staff
469362,Martine,Nishimukai,1994-03-06,Senior Engineer
469365,Abdelaziz,Schiper,1993-01-27,Senior Staff
469383,Uli,Malinowski,1999-05-30,Engineer
469384,Shahab,Nivat,1996-11-11,Senior Staff
469386,Cristinel,Cangellaris,1995-08-27,Senior Staff
469408,Shridhar,Reeken,1995-04-19,Senior Engineer
469426,Naraig,Vakili,1999-12-06,Senior Staff
469431,Yuguang,Gist,1995-10-14,Senior Staff
469434,Yuuichi,Gils,1986-05-28,Technique Leader
469439,Manibrata,Erva,1994-05-03,Staff
469447,Anneli,Zirintsis,1995-09-24,Senior Staff
469466,Barton,Birnbaum,1991-10-30,Senior Engineer
469475,Hein,Munos,1997-06-30,Senior Engineer
469493,Hugo,Talmon,1999-06-19,Senior Staff
469502,Xiaoqiang,Lung,2001-05-03,Senior Engineer
469509,Constantijn,Kaiserswerth,1995-06-09,Senior Engineer
469533,Insup,Kamble,1994-07-30,Senior Engineer
469536,Kinh,Chenney,1990-05-04,Senior Staff
469546,Krassimir,Ginesta,1994-06-12,Senior Engineer
469575,Mircea,Collavizza,1990-12-24,Senior Staff
469580,Weiye,Escriba,1994-10-05,Senior Engineer
469598,Hitomi,Escriba,1992-09-13,Senior Staff
469599,Arunas,Keirsey,1995-12-07,Senior Engineer
469600,Mircea,Conry,1994-10-03,Senior Staff
469665,Manibrata,Bressoud,1994-02-14,Senior Engineer
469670,Kasidit,Lyonns,1998-03-01,Senior Staff
469671,Conal,Garrabrants,1994-04-10,Senior Engineer
469672,Guadalupe,Hashii,1999-03-27,Senior Staff
469678,Dmitry,Clemencon,1999-07-25,Staff
469696,Makato,Harnett,1991-10-01,Senior Staff
469699,Xuejia,Rothe,1995-06-07,Senior Staff
469705,Denis,Kamber,1993-04-16,Senior Staff
469712,Yolla,Gargeya,1999-12-06,Assistant Engineer
469713,Weicheng,Lukaszewicz,2000-01-01,Senior Engineer
469720,Sarita,Rissland,1986-10-23,Senior Engineer
469726,Ranga,Stasinski,2002-01-05,Senior Engineer
469728,Randy,Dratva,1997-11-16,Engineer
469731,Ramya,Bierman,1997-05-31,Senior Staff
469733,Vishu,Khasidashvili,1995-07-07,Senior Staff
469740,Tetsurou,Butterworth,1987-07-29,Senior Staff
469758,Krisda,Pell,1999-12-20,Senior Engineer
469769,Ewing,Pelz,1992-02-17,Senior Staff
469770,Yongmin,Lieberherr,1993-05-16,Senior Staff
469779,Dayanand,Kaltofen,1994-08-05,Senior Staff
469799,Genki,Bahl,1991-03-28,Senior Engineer
469806,Renny,Gelosh,1997-06-19,Senior Engineer
469807,Bangqing,Huxford,1987-01-07,Technique Leader
469811,Marco,Braccini,1998-04-26,Senior Staff
469830,Lillian,Cummings,1985-10-24,Technique Leader
469839,Godehard,Luga,1993-05-01,Senior Engineer
469855,Arto,Cherinka,2001-01-02,Senior Engineer
469887,Gad,Highland,1998-10-15,Senior Engineer
469894,Fumiyo,Pargas,1994-04-22,Senior Engineer
469899,Make,Streng,1988-09-12,Senior Staff
469910,Huiqun,Baranowski,1991-04-09,Senior Engineer
469918,Tsz,Zongker,1986-02-10,Senior Engineer
469919,Maya,Isaac,1988-08-03,Senior Engineer
469929,Isaac,Cardazo,1992-04-24,Senior Staff
469931,Panayotis,Ruther,1999-12-07,Engineer
469944,Tianruo,Frijda,1998-09-24,Senior Staff
469951,Kien,Ebeling,1995-03-16,Engineer
469958,Mikhail,Orlowska,1994-05-28,Senior Staff
469972,Zhenhua,Litzler,1998-06-25,Staff
469974,Djenana,Cochrane,1993-09-12,Senior Engineer
469975,Akeel,Kusalik,1999-10-23,Engineer
469976,Mamdouh,Loncour,1993-05-18,Senior Engineer
469985,Adit,Magliocco,1988-04-22,Senior Engineer
469995,Kerhong,Birjandi,1996-04-20,Senior Staff
469996,Yuping,Orlowska,1995-05-31,Senior Engineer
470004,Sham,Couchot,1995-12-11,Senior Staff
470014,Gro,Khasidashvili,1998-04-19,Senior Engineer
470017,Nidapan,Swift,1994-02-22,Senior Staff
470018,Fuqing,Erez,1999-05-30,Staff
470033,Carrsten,Ciolek,1998-04-27,Senior Staff
470047,Heeju,Bridgland,2001-12-21,Senior Staff
470064,Jiong,Haldar,1995-01-31,Senior Engineer
470078,Guther,Varley,1995-09-01,Staff
470082,Goa,Kenevan,1985-06-06,Senior Engineer
470084,Tsvetan,Krychniak,1996-03-08,Technique Leader
470085,Xiaoshan,Rajala,1994-03-01,Senior Engineer
470088,Henk,Brookner,1991-11-05,Senior Engineer
470102,Tze,Stamatiou,1985-05-14,Senior Staff
470116,Xiaocheng,Anily,1995-11-05,Senior Engineer
470117,Hailing,Varman,1999-11-17,Assistant Engineer
470127,Jahangir,Limongiello,1997-01-24,Engineer
470137,Nahum,Llado,1997-01-31,Staff
470150,Richard,Foong,1986-10-19,Senior Staff
470200,Dipankar,Rosar,1997-07-08,Senior Engineer
470212,Mark,Fraisse,1993-06-13,Senior Staff
470216,Luise,Gornas,1993-09-07,Senior Engineer
470234,Zhonghui,Vanwelkenhuysen,1998-12-30,Engineer
470235,Yuqun,Hanratty,1992-12-04,Senior Engineer
470264,Premal,Undy,1998-03-16,Senior Staff
470276,Ishfaq,Kalorkoti,1994-11-08,Senior Engineer
470278,Martial,Busillo,1991-07-01,Senior Engineer
470292,Danco,Swiler,1986-04-28,Senior Staff
470297,Jaewon,Peha,1995-11-19,Engineer
470309,Xuedong,Gerlach,1997-05-07,Senior Engineer
470318,Remmert,Kolinko,2000-10-25,Senior Staff
470319,Leen,Heping,1991-04-25,Senior Staff
470336,Kwun,Farrel,1996-11-12,Engineer
470343,Godehard,Kaelbling,1997-06-16,Engineer
470364,Pranas,Munawer,1997-09-08,Engineer
470366,Jianhao,Llado,1985-07-11,Technique Leader
470386,Yongmin,dAstous,1991-07-06,Senior Staff
470391,Eishiro,Baezner,1992-04-13,Senior Engineer
470393,Khatoun,Botman,1999-08-04,Senior Staff
470400,Kenroku,Chinal,1995-03-28,Senior Staff
470401,Inderjeet,Roohalamini,1985-12-04,Senior Staff
470411,Eric,Worfolk,1998-01-27,Senior Engineer
470419,Fusako,Woycyznski,1998-08-20,Senior Staff
470428,Gladys,Beausoleil,1991-07-23,Senior Staff
470443,Ioana,Ciolek,1994-10-13,Engineer
470475,Josyula,Siepmann,1992-01-28,Senior Staff
470478,Masaru,Azadmanesh,1997-08-05,Staff
470494,Fabrizio,Argence,1994-09-16,Senior Staff
470497,Unal,Reinhard,1997-12-15,Senior Staff
470507,Kwun,McAlpine,1994-03-04,Senior Staff
470511,Uno,Kawashima,1986-05-03,Senior Engineer
470531,Willard,Makrucki,1995-11-20,Senior Staff
470533,Sakthirel,Comellas,1993-09-18,Senior Staff
470546,Susanne,Barvinok,1992-02-23,Senior Staff
470550,Uno,Perng,1996-12-24,Engineer
470554,Mack,Mungall,1995-07-09,Senior Engineer
470574,Chrisa,Schaar,1994-06-20,Senior Staff
470578,Reuven,Staelin,1993-07-26,Senior Staff
470590,Changho,Birsak,1999-07-20,Engineer
470592,Debatosh,Munke,1985-07-20,Technique Leader
470603,Chikara,Kaiser,1997-03-02,Senior Staff
470610,Jacqueline,Berztiss,1999-09-14,Engineer
470619,Rimli,Junot,1997-02-02,Senior Staff
470630,Huican,Jarecki,1996-12-22,Senior Staff
470639,Xiaoqiang,Thebaut,1995-04-24,Senior Staff
470651,Aleksandar,Stellhorn,1994-08-17,Senior Engineer
470657,Richara,Wissmann,1996-02-17,Senior Engineer
470662,Kenton,Beilner,1998-11-29,Senior Staff
470665,Mats,Uhrik,1996-07-31,Senior Staff
470666,Niteen,Pusterhofer,1995-03-08,Senior Engineer
470669,Shaowei,Dehkordi,1993-06-18,Senior Staff
470673,Yongqiao,Neiman,1999-09-18,Engineer
470681,Abdulah,Plump,2001-02-05,Senior Engineer
470687,Arunas,Gargeya,1985-05-25,Technique Leader
470689,Tomofumi,Koprowski,1999-06-02,Senior Staff
470715,Gill,Lorys,1988-04-20,Senior Engineer
470716,Munehiko,Nitsche,1997-10-03,Engineer
470734,Zhonghua,Heyers,1985-11-26,Senior Engineer
470739,Alagu,Kornyak,1996-01-13,Senior Engineer
470741,Gor,Rijsenbrij,1986-05-26,Technique Leader
470758,Tsz,Reistad,1996-07-21,Senior Staff
470762,Ebbe,Cooke,1994-05-17,Senior Engineer
470767,Sachin,Poehlman,1993-06-14,Senior Engineer
470774,Tsz,Falster,1999-11-14,Technique Leader
470782,Fen,Henders,1995-08-19,Senior Staff
470808,Werner,Dulay,1991-05-08,Senior Engineer
470830,Paloma,Backhouse,2000-08-17,Senior Staff
470834,Jianwen,Siochi,1997-03-07,Staff
470840,Barry,Bernick,1987-04-29,Senior Staff
470845,Denis,Ozery,1999-09-02,Technique Leader
470861,Gian,Schaad,1991-06-09,Senior Engineer
470866,Huai,Berztiss,1994-12-18,Senior Staff
470882,Mabhin,Sabnani,1995-08-30,Senior Staff
470901,Aral,Rajaraman,1989-01-22,Senior Staff
470905,Tesuro,Goodrum,1997-01-21,Senior Staff
470933,Lakshmi,Walstra,1988-09-03,Technique Leader
470973,Juyoung,Zastre,1988-12-29,Senior Engineer
470976,Snehasis,Dredge,1993-07-24,Senior Staff
470979,Nahum,dAstous,1994-03-30,Senior Engineer
471001,Parke,Schade,2000-05-02,Senior Engineer
471017,Miomir,Erie,1996-11-24,Senior Engineer
471036,Yishay,Muhlberg,1999-09-12,Senior Engineer
471038,Arumugam,Marrakchi,1998-09-11,Senior Engineer
471039,Satoru,Menhoudj,1998-07-13,Staff
471047,Sadok,Karunanithi,1994-11-04,Senior Staff
471050,Mingdong,Sluis,2001-03-22,Senior Engineer
